dv,estimate,SE,df,t_value,p_value,mean_step,sd_step,mean_nonstep,sd_nonstep,n_step,n_nonstep,converged,p_fdr,sig
xCOM_BOS_norm_onset,-0.0558654842755685,0.0065468984260405,160.93372885291,-8.53312219620847,1.00408545739638e-14,0.633106598281487,0.0673735193266511,0.700486237236161,0.0726557225993635,112,72,True,2.00817091479276e-14,***
xCOM_BOS_norm_300ms,-0.065867935147665,0.0091185475451596,159.590903670031,-7.22351172941235,1.96197468709435e-11,0.316628507137712,0.137832077306301,0.366762831170195,0.12422788289675,112,72,True,1.96197468709435e-11,***
