Frame,Time_s,Hip_L_X_deg,Hip_L_Y_deg,Hip_L_Z_deg,Hip_R_X_deg,Hip_R_Y_deg,Hip_R_Z_deg,Knee_L_X_deg,Knee_L_Y_deg,Knee_L_Z_deg,Knee_R_X_deg,Knee_R_Y_deg,Knee_R_Z_deg,Ankle_L_X_deg,Ankle_L_Y_deg,Ankle_L_Z_deg,Ankle_R_X_deg,Ankle_R_Y_deg,Ankle_R_Z_deg,Trunk_X_deg,Trunk_Y_deg,Trunk_Z_deg,Neck_X_deg,Neck_Y_deg,Neck_Z_deg
15,0.14,-1.4303304046598804,-2.089414119720459,8.129181653679044,-0.44529845180721317,-0.01181340217590332,0.3254465611200601,3.2438463745885233,1.685375690460205,-10.855638423874751,0.18487956045390508,-0.039550065994262695,0.46739752886678865,-2.1438258391811638,0.8643770217895508,2.703632160866497e-7,0.1369484945099293,0.23796844482421875,1.4763961809178974e-7,-0.2117392793649806,-0.14119315147399902,-0.1999576299335315,-0.3202795230129425,0.11016297340393066,-0.008804113840145789
16,0.15,-1.4307128952534,-2.0946874618530273,8.124784292514025,-0.44499194706820866,-0.012075543403625488,0.33303831638252923,3.235454206532693,1.6876115798950195,-10.818909081613008,0.18452556455582814,-0.03981471061706543,0.45256406553681394,-2.1372153900033553,0.8262596130371094,-5.3994126772241454e-8,0.13206939156501285,0.23242902755737305,2.147699827538807e-7,-0.21720257692734357,-0.1424238681793213,-0.20558848057397228,-0.31629240008495074,0.10998129844665527,-0.00857658316342036
17,0.16,-1.4305925131692785,-2.097660779953003,8.123440879681649,-0.44433198003965657,-0.011431217193603516,0.338597236593273,3.2256131845991742,1.679288625717163,-10.768285427032167,0.1838718941079167,-0.04015851020812988,0.4381028475166042,-2.109258571956847,0.7761526107788086,-3.2422326339573936e-7,0.1274754490179446,0.2268977165222168,6.70826277168769e-8,-0.22269319524638753,-0.1432645320892334,-0.21168858655473421,-0.3120508526103727,0.10999059677124023,-0.008905712904049956
18,0.17,-1.4301024470963313,-2.0985872745513916,8.124574264197047,-0.4434935743190369,-0.009912371635437012,0.3431999303202158,3.213636021002733,1.659867763519287,-10.69784910121641,0.18298951904451566,-0.04092979431152344,0.42520873102408974,-2.0694060189754087,0.7086267471313477,-5.132944915455821e-7,0.12372161973878804,0.2208724021911621,2.6805530383202997e-8,-0.22812831827842572,-0.14348387718200684,-0.2184496200594006,-0.30788102212207846,0.10988616943359375,-0.009705271923764691
19,0.18,-1.4293075838316707,-2.097341537475586,8.128318915409507,-0.44230512140345546,-0.00800323486328125,0.34846771371758756,3.198864883148935,1.6272501945495605,-10.601186556535097,0.18188025363462335,-0.04198169708251953,0.4136362561359723,-2.0266462600067787,0.6178674697875977,-2.6967019866599622e-8,0.12051569969711329,0.21382856369018555,8.050933930467514e-8,-0.23348062526677715,-0.14359688758850098,-0.22535291359787357,-0.303996352031632,0.10997915267944336,-0.011617298004544807
20,0.19,-1.4281225460106732,-2.0930334329605103,8.135660941880449,-0.44024411182140355,-0.006284356117248535,0.3544518132041663,3.1803315917229282,1.5776898860931396,-10.46984714143763,0.17987559311322454,-0.042882680892944336,0.40414698894470913,-1.9770571656417821,0.4954833984375,3.2406344688410516e-7,0.11796526437234833,0.20546579360961914,1.3382540044382072e-8,-0.23847007845547097,-0.14404916763305664,-0.23140264693350665,-0.3006427291491569,0.11035895347595215,-0.015454156770799976
21,0.2,-1.4261964326647298,-2.08744215965271,8.146742070035147,-0.43680340402701034,-0.005061626434326172,0.3611667429319354,3.154645811575449,1.512101411819458,-10.290342939860524,0.17656092365335851,-0.043653011322021484,0.3985842267525568,-1.914958152925084,0.3248100280761719,-2.6987646399819854e-7,0.11623253075728046,0.19598960876464844,1.3384302071675603e-8,-0.24279102687915177,-0.14423465728759766,-0.23811170696745743,-0.2977808798869219,0.11092019081115723,-0.019542878762698557
22,0.21,-1.4067389312666556,-2.050362706184387,8.050697230586897,-0.43171320554805703,-0.004049897193908691,0.3688669274474776,3.088922743173824,1.4097087383270264,-9.974685747368385,0.171973491130343,-0.04446768760681152,0.3959038043901497,-1.8286463330441023,0.1495819091796875,5.665371041354686e-7,0.11511771581868757,0.18609142303466797,1.3421054653241784e-7,-0.24644688563240003,-0.14287328720092773,-0.24749297179246987,-0.29501806836765354,0.1118781566619873,-0.02131317841820124
23,0.22,-1.3861510335609442,-2.018208861351013,7.953349532554467,-0.4249982758202897,-0.0030602216720581055,0.3782089186847628,3.02980147949184,1.327582597732544,-9.713116822913577,0.16635992940623878,-0.04533195495605469,0.39688991295157017,-1.7616880676197633,0.02544403076171875,-2.696860632727474e-7,0.11493287382427386,0.17533636093139648,5.3662070502387295e-8,-0.24926860753326174,-0.13939809799194336,-0.2578207514260582,-0.29236624742239314,0.1130824089050293,-0.02216097564892916
24,0.23,-1.3643132112371212,-1.9937958717346191,7.856395424172959,-0.41599694026785805,-0.0027087926864624023,0.3914765611475133,2.9830112685826675,1.2769265174865723,-9.5421247445896,0.1591440479915318,-0.04611849784851074,0.4030968473598193,-1.7236097629969422,-0.013944625854492188,-9.637080684829653e-13,0.11622463335105282,0.1624774932861328,9.393636735766418e-8,-0.2506636736712373,-0.13404107093811035,-0.267313113546789,-0.28997397366559596,0.11432695388793945,-0.023543235182210687
25,0.24,-1.3407097850128498,-1.9763890504837036,7.760425289918756,-0.40413631677413164,-0.0036886930465698242,0.4105319351582022,2.9393168409148034,1.2431912422180176,-9.405505593263712,0.149876228339765,-0.046628713607788086,0.4161412280140748,-1.69647598274542,-0.020824432373046875,-8.089818437836683e-8,0.11937868664371765,0.14534330368041992,6.708910014565369e-8,-0.25027947553042296,-0.12670016288757324,-0.2784426933559132,-0.2878736904958181,0.11622381210327148,-0.02329478705115129
26,0.25,-1.3148233680585015,-1.9662762880325317,7.666178924656336,-0.3898654902770353,-0.0033566951751708984,0.43066904037869236,2.8898696864184963,1.2139334678649902,-9.250766803843426,0.14008536560796325,-0.047662973403930664,0.4317187550767576,-1.6639807174388497,-0.047252655029296875,1.0785178230421067e-7,0.12360507963607459,0.12525606155395508,1.6105401457186133e-7,-0.24764046118986016,-0.11685419082641602,-0.2933109479619733,-0.28621053943292196,0.11880016326904297,-0.020480322226283043
27,0.26,-1.2877314227156464,-1.9602551460266113,7.572327429705306,-0.37486810240698,-0.0013943910598754883,0.44897223980703416,2.843745845840224,1.1958940029144287,-9.123805540003938,0.13093355245038096,-0.0492243766784668,0.44630163584155813,-1.6405202983003253,-0.04976463317871094,-1.3482137205899292e-7,0.1280222910383686,0.10433387756347656,1.7447460677245244e-7,-0.2431863240773655,-0.10632824897766113,-0.30827087651329954,-0.28513478463864317,0.12212371826171875,-0.01780331495846088
28,0.27,-1.2630155294303087,-1.950476050376892,7.475602132660994,-0.36143824295144356,-0.0032504796981811523,0.47117035460957446,2.8124597374601574,1.1941652297973633,-9.073500342993148,0.121455277594813,-0.04931139945983887,0.4619939954596628,-1.6414075825621923,0.021363258361816406,-2.6967019866599622e-8,0.1326996899593582,0.0817880630493164,-1.690782868666316e-11,-0.23929738511868948,-0.0984811782836914,-0.3179775358192396,-0.2848001053693139,0.12613749504089355,-0.017382831437681823
29,0.28,-1.2419725703711464,-1.9332873821258545,7.3745157598316275,-0.3515080016718901,-0.00907886028289795,0.4950691865154493,2.798525297779685,1.2074165344238281,-9.106249392516066,0.11301519149308703,-0.04778790473937988,0.47475535015018533,-1.6691936458794503,0.17473220825195312,-2.697801568024438e-7,0.13676173152481175,0.06111955642700195,8.051735430247243e-8,-0.23701951703048962,-0.0947878360748291,-0.32194000603319894,-0.284427860059548,0.13122105598449707,-0.01808890224313231
30,0.29,-1.2219225500625726,-1.9136128425598145,7.271367950533388,-0.3436498690317915,-0.013957738876342773,0.514330319974885,2.7937428847002064,1.2302687168121338,-9.185377134050663,0.10696140273263444,-0.04655814170837402,0.4813648388326417,-1.7130645912486773,0.37490272521972656,2.653536770744954e-11,0.1397424687672877,0.04539918899536133,1.2078193456319745e-7,-0.23505583764411142,-0.09357023239135742,-0.3232537502313686,-0.28353993546744505,0.13771343231201172,-0.01954159810222933
31,0.3,-1.2006746853283108,-1.8964204788208008,7.168664103531198,-0.3354971844837351,-0.015683889389038086,0.528000089825019,2.782367631524373,1.2487871646881104,-9.230825212787929,0.10249456573715188,-0.046454429626464844,0.4836764309798678,-1.7468866208015223,0.5410938262939453,5.131470919194243e-7,0.14166943588687753,0.033876895904541016,1.342025919651595e-7,-0.23231522423964357,-0.0922698974609375,-0.3246932125989488,-0.28212096366737427,0.14506816864013672,-0.021505277488607533
32,0.31,-1.1802421744262173,-1.8773739337921143,7.064774791821189,-0.3285252688884448,-0.01735365390777588,0.5385920056804174,2.7603044129579395,1.2542245388031006,-9.2112319613801,0.09924307552710832,-0.04608798027038574,0.48239534362366765,-1.7594050768896865,0.6409902572631836,3.5121668186619513e-7,0.14219109158473708,0.025144577026367188,9.393994707195817e-8,-0.22988879953699737,-0.09185671806335449,-0.3245803010342321,-0.2808761616911397,0.15192842483520508,-0.02377375406669824
33,0.32,-1.1630070458293353,-1.8517591953277588,6.957974965751108,-0.32135015516534615,-0.018894314765930176,0.5327650005447495,2.731003755192231,1.2460992336273193,-9.138288102365303,0.08986842744785428,-0.042868852615356445,0.4956565827840702,-1.7538301484230752,0.6860647201538086,3.782804287617674e-7,0.14554193970286322,0.016860008239746094,1.342017173126221e-7,-0.22947471931856533,-0.09396743774414062,-0.320978977072637,-0.28004287861239874,0.15746164321899414,-0.026622369837416393
34,0.33,-1.1470192805296282,-1.8234052658081055,6.850402901417992,-0.31601663119721124,-0.02165353298187256,0.5271113114592723,2.693657988357894,1.226228952407837,-9.016075527546265,0.08177305245580246,-0.03897213935852051,0.5061012226854897,-1.731140686887116,0.6819257736206055,-2.6967019866599622e-8,0.14790048940063327,0.009142398834228516,9.394035895378941e-8,-0.22992551180378484,-0.09673190116882324,-0.3156658369503076,-0.2793923030939567,0.16127800941467285,-0.030377693220454027
35,0.34,-1.1280740433193053,-1.8010553121566772,6.745969309008497,-0.3090780127741244,-0.02026522159576416,0.5183404947913299,2.6445672843588968,1.1984145641326904,-8.84165042539071,0.07497498651922996,-0.03731274604797363,0.5142684213855322,-1.6904201662725575,0.6261758804321289,1.621170831685937e-7,0.1496334364591121,0.0025467872619628906,1.6104127963091675e-7,-0.22877035606040685,-0.09669017791748047,-0.3126884080807111,-0.27870416153507804,0.16343069076538086,-0.035365011975033056
36,0.35,-1.1061337681579317,-1.7851303815841675,6.644617412575147,-0.30027816780220995,-0.014600157737731934,0.5065259750744993,2.581992079391002,1.1620748043060303,-8.605867172599993,0.06904574198942415,-0.0380246639251709,0.5209748133768386,-1.629137788048499,0.5099191665649414,-4.050146701923401e-7,0.15128804978554777,-0.002209186553955078,1.6104079618660516e-7,-0.22604254926063305,-0.09405183792114258,-0.31176985435905014,-0.2779460105372067,0.16422510147094727,-0.04184899593149094
37,0.36,-1.085211191182891,-1.76719331741333,6.542435221270818,-0.29276837480978024,-0.009902238845825195,0.49563694599020636,2.5064664088699393,1.1110272407531738,-8.294755471000498,0.06378436189439873,-0.03903532028198242,0.5267245519975194,-1.5439710920705525,0.3187217712402344,-8.09460262818854e-8,0.15291747678941903,-0.004838466644287109,1.342006009379289e-7,-0.2242632849818449,-0.09242081642150879,-0.309148555821646,-0.27725103878915647,0.16411733627319336,-0.048789748788693466
38,0.37,-1.0672349870610631,-1.7435095310211182,6.43796577036818,-0.28798382729618766,-0.008420586585998535,0.4871145774533243,2.4245058463770786,1.04923677444458,-7.938106898204527,0.058979430535000654,-0.03929877281188965,0.5315287363049777,-1.4463047230246593,0.0799112319946289,5.5532484738361035e-12,0.15433900991042782,-0.005971431732177734,9.394074698146056e-8,-0.2249454501251993,-0.09336638450622559,-0.30360948584817726,-0.27621797267719117,0.1632246971130371,-0.05569336249228396
39,0.38,-1.051827787840807,-1.714959979057312,6.331679916033142,-0.28563680354264065,-0.009616851806640625,0.4806916383125728,2.348913581511609,0.9915390014648438,-7.610781181289067,0.05451675568604353,-0.03891563415527344,0.5361638734304774,-1.3601265187193157,-0.13065814971923828,-2.6967019866599622e-8,0.15539320692013714,-0.006435871124267578,1.7446028155416713e-7,-0.22799086072137875,-0.09666013717651367,-0.2948287440615971,-0.27481266125546,0.1611950397491455,-0.06323773331738547
40,0.39,-1.038812008603701,-1.68166184425354,6.2233501275889775,-0.28544470447223524,-0.013525009155273438,0.4762947040343768,2.2845275226400146,0.9431228637695312,-7.340298006193745,0.05003593814710361,-0.03775644302368164,0.54206131489196,-1.292779359399109,-0.28297996520996094,1.3471970880915462e-7,0.15621154896006928,-0.0067996978759765625,1.4762040754151368e-7,-0.23350623847616525,-0.10268831253051758,-0.28360119372656545,-0.27256894411311094,0.15821242332458496,-0.07032533524174323
41,0.4,-1.028382309741092,-1.6428762674331665,6.112937131447961,-0.287608166891836,-0.020771503448486328,0.4741286802938358,2.2291837804558705,0.9000885486602783,-7.111905018084981,0.04572085941724224,-0.03528428077697754,0.5483805205346917,-1.2393489239562148,-0.3931703567504883,-2.96371858494412e-7,0.1566952117306708,-0.006873607635498047,1.4762040436095902e-7,-0.2421959466477137,-0.11191439628601074,-0.2730697890783462,-0.2690735948053593,0.15530729293823242,-0.07374469869498057
42,0.41,-1.018852488301631,-1.602467656135559,6.002142071600245,-0.290788473724124,-0.028866291046142578,0.47244247734249,2.179629050480136,0.8620984554290771,-6.915691612477087,0.041877597348640716,-0.03228282928466797,0.5537187402578798,-1.1965441284277452,-0.47223854064941406,-2.6967019866599622e-8,0.15678528485035015,-0.006455898284912109,1.0736067921695525e-7,-0.2540087588172497,-0.12304949760437012,-0.2672582585900174,-0.2633840472267366,0.15346074104309082,-0.072032455647423
43,0.42,-1.0080992092270922,-1.5638713836669922,5.892840902190057,-0.29315854936611885,-0.03574860095977783,0.4694406092022696,2.1331090589300024,0.829343318939209,-6.744183854870773,0.03820935887752075,-0.029633045196533203,0.5581698891626123,-1.1618614950394779,-0.5276961326599121,5.382810181786906e-8,0.15694750184313788,-0.006267547607421875,4.026105779641529e-8,-0.2685288872190519,-0.13578224182128906,-0.2679837527459197,-0.25419573524578,0.15413379669189453,-0.06518561789130839
44,0.43,-0.9991636142454237,-1.5214828252792358,5.782428119492451,-0.29701419115258965,-0.04492461681365967,0.4676160949202295,2.0908246384389226,0.7979402542114258,-6.590596806099281,0.034510384555135776,-0.025893449783325195,0.5633454650061891,-1.1340974163936108,-0.5644321441650391,-1.6161371586248657e-7,0.15748111037204549,-0.006795406341552734,8.052085609317671e-8,-0.288732586783949,-0.1536085605621338,-0.2727339358702521,-0.2402501965079047,0.15939092636108398,-0.05279309341596683
45,0.44,-0.9929071609656912,-1.4740514755249023,5.67010821991253,-0.30290352176443314,-0.057402729988098145,0.4676826892646364,2.0524543432290834,0.7663958072662354,-6.448633885521506,0.030519099480615264,-0.020637989044189453,0.569989531521319,-1.1123417697832392,-0.5860223770141602,3.769522545712257e-7,0.1586578238999916,-0.0073566436767578125,1.0736067921695525e-7,-0.31243846584577106,-0.17306089401245117,-0.27678861363800666,-0.22455100670062933,0.16480445861816406,-0.03826400039088007
46,0.45,-0.9856381321415064,-1.4292716979980469,5.559432048045055,-0.30786650797009507,-0.0684894323348999,0.4662329816133024,2.01476493250213,0.7378871440887451,-6.31482962590731,0.026387902249815465,-0.015694141387939453,0.5770852442953158,-1.096216760369897,-0.5967578887939453,-2.4238512333125027e-7,0.1602336766075605,-0.007006168365478516,1.6104030002007486e-7,-0.3303267312820335,-0.18260979652404785,-0.27529728452141655,-0.21447989276944668,0.16136431694030762,-0.02890749500160883
47,0.46,-0.9756874002944436,-1.3906582593917847,5.451579305625734,-0.3106062676009156,-0.07583916187286377,0.4618539765816774,1.9760559025981406,0.7141368389129639,-6.186955678039977,0.022392561750475215,-0.012054681777954102,0.5834650678669311,-1.0859170485449292,-0.6002235412597656,8.07411413104149e-8,0.16176257176458542,-0.005672931671142578,9.394073903007385e-8,-0.3429011095440284,-0.18211603164672852,-0.26946483657875464,-0.2082166093005462,0.15035247802734375,-0.025759631567879637
48,0.47,-0.9636517532032354,-1.357438564300537,5.346030898277647,-0.31165214031757316,-0.07986867427825928,0.45503488646906654,1.9364408054120663,0.6946878433227539,-6.063564041815466,0.018791984840820675,-0.009543895721435547,0.5883870729375715,-1.0824690836745425,-0.5994172096252441,-1.3467538459911373e-7,0.16294141972664722,-0.003788471221923828,1.7446061869296338e-7,-0.3616516863630057,-0.18013286590576172,-0.2675194066040647,-0.19375709882762848,0.13997530937194824,-0.02221903225687427
49,0.48,-0.9494236153884525,-1.3289116621017456,5.242592379052858,-0.3110690129171836,-0.0810995101928711,0.446209428287764,1.8959905041565468,0.678565263748169,-5.944123670025807,0.015899506449026157,-0.008022546768188477,0.5909932169927545,-1.0877959908969177,-0.5965981483459473,-1.3467610976558113e-7,0.16358196340474773,-0.0011849403381347656,1.8788101369916422e-7,-0.3824120463452587,-0.1759805679321289,-0.27527017720814806,-0.1753941352440478,0.13032126426696777,-0.012269581070281532
50,0.49,-0.9327622226818519,-1.3048717975616455,5.141441759756612,-0.30875101746761047,-0.07944834232330322,0.4351522057951591,1.8546842948206603,0.6649549007415771,-5.827826892801646,0.013897087083448723,-0.007514238357543945,0.5905654763959829,-1.1045779791310504,-0.5913805961608887,-2.4238787133049505e-7,0.16373735020836566,0.0025072097778320312,1.34200979423936e-7,-0.38520986258402523,-0.16044282913208008,-0.2962880566664525,-0.17378050305263315,0.11510038375854492,0.010308036118019004
51,0.5,-0.9132970373209623,-1.2858531475067139,5.042902407157426,-0.3042695595984366,-0.07442474365234375,0.4215507378367249,1.8122993424827343,0.6539051532745361,-5.715256837543373,0.012374701950476297,-0.008248567581176758,0.5880955092373767,-1.1230564156002854,-0.582453727722168,-2.4239245132923635e-7,0.16370746813074666,0.006701469421386719,1.3420119570165434e-7,-0.3634830308342156,-0.13404440879821777,-0.3322594613737362,-0.19545952347825235,0.09614443778991699,0.047391267556133876
52,0.51,-0.8902647856660337,-1.2730847597122192,4.947478261150001,-0.29692112982514907,-0.0651555061340332,0.40497386872110397,1.7684875209385107,0.645925760269165,-5.607128966566547,0.01070802907128754,-0.010856151580810547,0.586390096378989,-1.1199685297652047,-0.5702996253967285,-2.154697556726776e-7,0.16384385847073535,0.010098934173583984,9.39403350996293e-8,-0.3294319765007625,-0.1058659553527832,-0.3829666790502051,-0.227359921996797,0.0817410945892334,0.09646361542173665
53,0.52,-0.8649879630951087,-1.2638163566589355,4.853988979668394,-0.28781051124599877,-0.053295016288757324,0.3866928674075645,1.7245548904233423,0.6395256519317627,-5.5031734873989535,0.008871455236494574,-0.014795303344726562,0.5863081341089487,-1.0835638349324483,-0.555445671081543,-2.1547643483750867e-7,0.16404812381560108,0.012561798095703125,4.025862785263865e-8,-0.2971482336150508,-0.08030295372009277,-0.4391779619806464,-0.255795707058855,0.0727229118347168,0.14889684324580887
54,0.53,-0.8410848623210025,-1.2508857250213623,4.759108900917043,-0.27970819934307123,-0.04343879222869873,0.37004855017388927,1.6828006633665853,0.6314289569854736,-5.40335624909474,0.006780563576824328,-0.018290996551513672,0.5875828181628027,-1.0256705111971858,-0.5356488227844238,-1.0776059580149312e-7,0.16411663915071273,0.014363288879394531,6.709931926784521e-8,-0.2717185855614481,-0.06004619598388672,-0.48255414552187026,-0.2777428124093966,0.06588292121887207,0.1905883179395671
55,0.54,-0.8203321863015649,-1.231961965560913,4.661066444579975,-0.27394010458899487,-0.03710615634918213,0.35664942656961784,1.644109135822344,0.621389627456665,-5.308658237573452,0.004422120600760193,-0.020722627639770508,0.5907131792367846,-0.9693801474827604,-0.5088567733764648,-8.083287486853764e-8,0.1642131155727391,0.015148162841796875,1.2078115373702314e-7,-0.2522918200146389,-0.04502987861633301,-0.5081246662271055,-0.29497879477992583,0.0597684383392334,0.2183688317281245
56,0.55,-0.8021442463154678,-1.208653450012207,4.5605945753325,-0.26994956656641556,-0.03339672088623047,0.3457561286170936,1.6082628089542361,0.6107852458953857,-5.221213886950718,0.0016691274784219612,-0.02225494384765625,0.5955165097705954,-0.9246468907308194,-0.47482728958129883,-2.424481237583807e-7,0.16484320052367263,0.015076160430908203,6.709925883730628e-8,-0.2381780878684534,-0.03438758850097656,-0.5215393712004222,-0.30781442777767154,0.05493426322937012,0.23696359485666108
