metric	ref_ptp_deg	new_ptp_deg	delta_new_minus_ref_deg	is_micro_flat_new_ptp_lt_0p01
Ankle_L_Z_deg	1.3233009701032118e-6	18.470310251669787	18.470308928368816	false
Ankle_R_Z_deg	3.0035256185597563e-6	7.053579471441304	7.053576467915685	false
