MocapFrame,stage0_L,stage1_L,stage2_L,final_L,stage0_R,stage1_R,stage2_R,final_R,dot_shankX_footX_L,dot_shankX_footX_R,Rrel_L_10,Rrel_L_00,Rrel_R_10,Rrel_R_00,az_from_Rrel_L_deg,az_from_Rrel_R_deg
175,-2.1606627506429545e-7,2.1606627506429545e-7,1.3532341625435259e-7,1.3532341625435259e-7,-9.696286837452085e-7,-9.696286837452085e-7,-1.6928324181027406e-6,-1.6928324181027406e-6,0.9878608,0.9905806,-3.7252903e-9,0.9878608,-1.6763806e-8,0.9905806,-2.1606627e-7,-9.696287e-7
176,4.323574280667891e-7,-4.323574280667891e-7,-5.13100286876732e-7,-5.13100286876732e-7,2.1542632201794753e-7,2.1542632201794753e-7,-5.077774123395844e-7,-5.077774123395844e-7,0.987347,0.9907954,7.450581e-9,0.987347,3.7252903e-9,0.9907954,4.323574e-7,2.1542631e-7
177,-3.7852470808352254e-7,3.7852470808352254e-7,2.9778184927357967e-7,2.9778184927357967e-7,6.460659197790595e-7,6.460659197790595e-7,-7.71378145784725e-8,-7.71378145784725e-8,0.9867942,0.9911221,-6.519258e-9,0.9867942,1.1175871e-8,0.9911221,-3.7852467e-7,6.4606587e-7
178,-3.7874762680003696e-7,3.7874762680003696e-7,2.980047679900941e-7,2.980047679900941e-7,-3.2291250592263334e-7,-3.2291250592263334e-7,-1.0461162402801653e-6,-1.0461162402801653e-6,0.9862134,0.99149185,-6.519258e-9,0.9862134,-5.5879354e-9,0.99149185,-3.7874761e-7,-3.2291248e-7
179,0.0,-0.0,-8.074285880994287e-8,-8.074285880994287e-8,1.6140711975259742e-7,1.6140711975259742e-7,-5.617966146049346e-7,-5.617966146049346e-7,0.9855538,0.9917937,0.0,0.9855538,2.7939677e-9,0.9917937,0.0,1.6140712e-7
180,-3.792683981013611e-7,3.792683981013611e-7,2.985255392914182e-7,2.985255392914182e-7,-9.144645326834066e-7,-9.144645326834066e-7,-1.6376682670409386e-6,-1.6376682670409386e-6,0.9848592,0.9919843,-6.519258e-9,0.9848592,-1.5832484e-8,0.9919843,-3.7926839e-7,-9.1446447e-7
181,-1.6263817252538597e-7,1.6263817252538597e-7,8.18953137154431e-8,8.18953137154431e-8,-7.530246150509339e-7,-7.530246150509339e-7,-1.4762283494084657e-6,-1.4762283494084657e-6,0.9842865,0.9920684,-2.7939677e-9,0.9842865,-1.3038516e-8,0.9920684,-1.6263816e-7,-7.5302455e-7
182,3.5252242678512315e-7,-3.5252242678512315e-7,-4.33265285595066e-7,-4.33265285595066e-7,1.0757674065757644e-6,1.0757674065757644e-6,3.525636722182324e-7,3.525636722182324e-7,0.9838964,0.99205184,6.0535967e-9,0.9838964,1.8626451e-8,0.99205184,3.5252242e-7,0.0000010757674
183,-6.238508903287221e-7,6.238508903287221e-7,5.431080315187793e-7,5.431080315187793e-7,1.0758946287630228e-7,1.0758946287630228e-7,-6.156142714812297e-7,-6.156142714812297e-7,0.9836482,0.9919346,-1.071021e-8,0.9836482,1.8626451e-9,0.9919346,-6.2385084e-7,1.0758946e-7
184,-1.0851057695649157e-7,1.0851057695649157e-7,2.77677181465487e-8,2.77677181465487e-8,-1.0760807802674196e-6,-1.0760807802674196e-6,-1.7992845146249517e-6,-1.7992845146249517e-6,0.9835143,0.99176294,-1.8626451e-9,0.9835143,-1.8626451e-8,0.99176294,-1.0851057e-7,-0.0000010760807
185,2.712853861109932e-7,-2.712853861109932e-7,-3.520282449209361e-7,-3.520282449209361e-7,1.0224041110190444e-6,1.0224041110190444e-6,2.992003766615124e-7,2.992003766615124e-7,0.9834819,0.99163944,4.656613e-9,0.9834819,1.7695129e-8,0.99163944,2.7128536e-7,0.000001022404
186,8.138498735569291e-8,-8.138498735569291e-8,-1.6212784616563576e-7,-1.6212784616563576e-7,1.0762474158882909e-7,1.0762474158882909e-7,-6.155789927687028e-7,-6.155789927687028e-7,0.98348945,0.9916094,1.3969839e-9,0.98348945,1.8626451e-9,0.9916094,8.138498e-8,1.07624736e-7
187,1.3564371083299467e-7,-1.3564371083299467e-7,-2.1638656964293754e-7,-2.1638656964293754e-7,9.147608077130942e-7,9.147608077130942e-7,1.9155707335556222e-7,1.9155707335556222e-7,0.9834745,0.99166304,2.3283064e-9,0.9834745,1.5832484e-8,0.99166304,1.356437e-7,9.1476073e-7
188,2.712998512736845e-8,-2.712998512736845e-8,-1.0787284393731132e-7,-1.0787284393731132e-7,-5.91858276009942e-7,-5.91858276009942e-7,-1.315062010367474e-6,-1.315062010367474e-6,0.98342943,0.99173975,4.656613e-10,0.98342943,-1.0244548e-8,0.99173975,2.7129984e-8,-5.918582e-7
189,2.170571577919773e-7,-2.170571577919773e-7,-2.978000166019202e-7,-2.978000166019202e-7,-1.3450753018968856e-6,-1.3450753018968856e-6,-2.0682790362544177e-6,-2.0682790362544177e-6,0.98335123,0.9917819,3.7252903e-9,0.98335123,-2.3283064e-8,0.9917819,2.1705715e-7,-0.0000013450752
190,-2.7133721643008236e-7,2.7133721643008236e-7,1.905943576201395e-7,1.905943576201395e-7,1.2911935504826497e-6,1.2911935504826497e-6,5.679898161251177e-7,5.679898161251177e-7,0.983294,0.9918424,-4.656613e-9,0.983294,2.2351742e-8,0.9918424,-2.713372e-7,0.0000012911935
191,-8.140019676817967e-8,8.140019676817967e-8,6.573379582368014e-10,6.573379582368014e-10,2.1518126664085013e-7,2.1518126664085013e-7,-5.080224677166819e-7,-5.080224677166819e-7,0.9833057,0.99192375,-1.3969839e-9,0.9833057,3.7252903e-9,0.99192375,-8.1400195e-8,2.1518126e-7
192,2.170518399045499e-7,-2.170518399045499e-7,-2.977946987144928e-7,-2.977946987144928e-7,-3.7656810717679855e-7,-3.7656810717679855e-7,-1.0997718415343305e-6,-1.0997718415343305e-6,0.9833753,0.9919214,3.7252903e-9,0.9833753,-6.519258e-9,0.9919214,2.1705183e-7,-3.765681e-7
193,-8.138417313369445e-8,8.138417313369445e-8,6.413143237515829e-10,6.413143237515829e-10,-1.506403111337946e-6,-1.506403111337946e-6,-2.229606845695478e-6,-2.229606845695478e-6,0.9834993,0.99183536,-1.3969839e-9,0.9834993,-2.6077032e-8,0.99183536,-8.1384165e-8,-0.000001506403
194,-4.6109264550300154e-7,4.6109264550300154e-7,3.8034978669305867e-7,3.8034978669305867e-7,1.0222690519450508e-6,1.0222690519450508e-6,2.990653175875188e-7,2.990653175875188e-7,0.9836792,0.99177045,-7.916242e-9,0.9836792,1.7695129e-8,0.99177045,-4.610926e-7,0.000001022269
195,1.3558218618323646e-7,-1.3558218618323646e-7,-2.1632504499317932e-7,-2.1632504499317932e-7,-6.994422937766296e-7,-6.994422937766296e-7,-1.4226460281341616e-6,-1.4226460281341616e-6,0.9839208,0.9917774,2.3283064e-9,0.9839208,-1.21071935e-8,0.9917774,1.3558218e-7,-6.9944224e-7
196,-1.0843110125611117e-7,1.0843110125611117e-7,2.76882424461683e-8,2.76882424461683e-8,-4.3041443993410175e-7,-4.3041443993410175e-7,-1.1536181742916338e-6,-1.1536181742916338e-6,0.98423517,0.9918041,-1.8626451e-9,0.98423517,-7.450581e-9,0.9918041,-1.08431095e-7,-4.3041442e-7
197,1.0839251476671565e-7,-1.0839251476671565e-7,-1.891353735766585e-7,-1.891353735766585e-7,-4.304157630448492e-7,-4.304157630448492e-7,-1.1536194974023813e-6,-1.1536194974023813e-6,0.9845856,0.9918011,1.8626451e-9,0.9845856,-7.450581e-9,0.9918011,1.08392506e-7,-4.3041575e-7
198,-2.438097446619527e-7,2.438097446619527e-7,1.6306688585200982e-7,1.6306688585200982e-7,-5.380056839210257e-7,-5.380056839210257e-7,-1.2612094182785578e-6,-1.2612094182785578e-6,0.984882,0.9918269,-4.1909516e-9,0.984882,-9.313226e-9,0.9918269,-2.4380972e-7,-5.380057e-7
199,-2.7084465028767345e-8,2.7084465028767345e-8,-5.3658393781175526e-8,-5.3658393781175526e-8,5.379728860411504e-8,5.379728860411504e-8,-6.694064457534169e-7,-6.694064457534169e-7,0.9850823,0.99188745,-4.656613e-10,0.9850823,9.313226e-10,0.99188745,-2.7084463e-8,5.3797287e-8
200,4.874615811450801e-7,-4.874615811450801e-7,-5.682044399550229e-7,-5.682044399550229e-7,-2.6898813507566576e-7,-2.6898813507566576e-7,-9.921918694331977e-7,-9.921918694331977e-7,0.98520106,0.99188113,8.381903e-9,0.98520106,-4.656613e-9,0.99188113,4.8746153e-7,-2.6898812e-7
201,-1.0831895489804276e-7,1.0831895489804276e-7,2.7576096088099896e-8,2.7576096088099896e-8,6.994209204491701e-7,6.994209204491701e-7,-2.3782813908361844e-8,-2.3782813908361844e-8,0.98525417,0.99180776,-1.8626451e-9,0.98525417,1.21071935e-8,0.99180776,-1.0831895e-7,6.9942087e-7
202,5.41596619211929e-8,-5.41596619211929e-8,-1.3490252073113576e-7,-1.3490252073113576e-7,7.532462361011382e-7,7.532462361011382e-7,3.0042501743606244e-8,3.0042501743606244e-8,0.9852509,0.9917765,9.313226e-10,0.9852509,1.3038516e-8,0.9917765,5.415966e-8,7.532462e-7
203,4.061987652558115e-7,-4.061987652558115e-7,-4.869416240657544e-7,-4.869416240657544e-7,1.614072088081285e-7,1.614072088081285e-7,-5.617965255494034e-7,-5.617965255494034e-7,0.9852477,0.99179316,6.9849193e-9,0.9852477,2.7939677e-9,0.99179316,4.0619875e-7,1.614072e-7
204,1.0831419678823929e-7,-1.0831419678823929e-7,-1.8905705559818217e-7,-1.8905705559818217e-7,-1.0761000925954454e-7,-1.0761000925954454e-7,-8.308137436170766e-7,-8.308137436170766e-7,0.98529744,0.9917452,1.8626451e-9,0.98529744,-1.8626451e-9,0.9917452,1.0831419e-7,-1.07610006e-7
205,1.8954210290932408e-7,-1.8954210290932408e-7,-2.70284961719267e-7,-2.70284961719267e-7,-5.919256019914392e-7,-5.919256019914392e-7,-1.3151293363489712e-6,-1.3151293363489712e-6,0.98533773,0.9916269,3.259629e-9,0.98533773,-1.0244548e-8,0.9916269,1.8954209e-7,-5.919256e-7
206,4.3323108827113096e-7,-4.3323108827113096e-7,-5.139739470810739e-7,-5.139739470810739e-7,-7.534122356110733e-7,-7.534122356110733e-7,-1.4766159699686052e-6,-1.4766159699686052e-6,0.985356,0.991558,7.450581e-9,0.985356,-1.3038516e-8,0.991558,4.3323107e-7,-7.5341217e-7
207,1.3537112457457453e-7,-1.3537112457457453e-7,-2.161139833845174e-7,-2.161139833845174e-7,-1.0763137495367275e-6,-1.0763137495367275e-6,-1.7995174838942596e-6,-1.7995174838942596e-6,0.98545486,0.9915483,2.3283064e-9,0.98545486,-1.8626451e-8,0.9915483,1.3537112e-7,-0.0000010763137
208,4.060369640780561e-7,-4.060369640780561e-7,-4.86779822887999e-7,-4.86779822887999e-7,-2.690792007173054e-7,-2.690792007173054e-7,-9.922829350748373e-7,-9.922829350748373e-7,0.9856403,0.9915455,6.9849193e-9,0.9856403,-4.656613e-9,0.9915455,4.0603695e-7,-2.6907918e-7
209,0.0,-0.0,-8.074285880994287e-8,-8.074285880994287e-8,1.0762489425545379e-7,1.0762489425545379e-7,-6.155788401020781e-7,-6.155788401020781e-7,0.98581624,0.991608,0.0,0.98581624,1.8626451e-9,0.991608,0.0,1.07624885e-7
210,3.5179252765238346e-7,-3.5179252765238346e-7,-4.3253538646232633e-7,-4.3253538646232633e-7,-8.608796669653571e-7,-8.608796669653571e-7,-1.584083401322889e-6,-1.584083401322889e-6,0.9859378,0.9917456,6.0535967e-9,0.9859378,-1.4901161e-8,0.9917456,3.5179252e-7,-8.608796e-7
211,1.0823665486510521e-7,-1.0823665486510521e-7,-1.8897951367504806e-7,-1.8897951367504806e-7,6.455817630232283e-7,6.455817630232283e-7,-7.762197133430366e-8,-7.762197133430366e-8,0.98600334,0.99186546,1.8626451e-9,0.98600334,1.1175871e-8,0.99186546,1.0823665e-7,6.4558174e-7
212,5.411536315558948e-8,-5.411536315558948e-8,-1.3485822196553236e-7,-1.3485822196553236e-7,5.379502404918184e-8,5.379502404918184e-8,-6.694087103083501e-7,-6.694087103083501e-7,0.98605734,0.9919291,9.313226e-10,0.98605734,9.313226e-10,0.9919291,5.411536e-8,5.379502e-8
213,-2.4349649819248467e-7,2.4349649819248467e-7,1.627536393825418e-7,1.627536393825418e-7,1.6138156081517718e-7,1.6138156081517718e-7,-5.618221735423548e-7,-5.618221735423548e-7,0.986149,0.99195075,-4.1909516e-9,0.986149,2.7939677e-9,0.99195075,-2.434965e-7,1.6138155e-7
214,-2.705150812115802e-7,2.705150812115802e-7,1.8977222240163735e-7,1.8977222240163735e-7,-1.2910657176288924e-6,-1.2910657176288924e-6,-2.0142694519864243e-6,-2.0142694519864243e-6,0.9862824,0.99194056,-4.656613e-9,0.9862824,-2.2351742e-8,0.99194056,-2.7051507e-7,-0.0000012910657
215,0.0,-0.0,-8.074285880994287e-8,-8.074285880994287e-8,1.0759277065317101e-7,1.0759277065317101e-7,-6.15610963704361e-7,-6.15610963704361e-7,0.98646456,0.9919041,0.0,0.98646456,1.8626451e-9,0.9919041,0.0,1.0759276e-7
216,-1.3520763134172857e-7,1.3520763134172857e-7,5.4464772531785706e-8,5.4464772531785706e-8,1.6139792158845862e-7,1.6139792158845862e-7,-5.618058127690734e-7,-5.618058127690734e-7,0.9866465,0.9918502,-2.3283064e-9,0.9866465,2.7939677e-9,0.9918502,-1.3520763e-7,1.613979e-7
217,-1.6222692680507272e-7,1.6222692680507272e-7,8.148406799512985e-8,8.148406799512985e-8,6.456301074543865e-7,6.456301074543865e-7,-7.757362690314544e-8,-7.757362690314544e-8,0.98678166,0.9917911,-2.7939677e-9,0.98678166,1.1175871e-8,0.9917911,-1.6222691e-7,6.4563005e-7
218,1.8923529388253137e-7,-1.8923529388253137e-7,-2.699781526924742e-7,-2.699781526924742e-7,-5.38055555018431e-7,-5.38055555018431e-7,-1.261259289375963e-6,-1.261259289375963e-6,0.98693526,0.991735,3.259629e-9,0.98693526,-9.313226e-9,0.991735,1.8923528e-7,-5.3805553e-7
219,5.405445553343946e-8,-5.405445553343946e-8,-1.3479731434338233e-7,-1.3479731434338233e-7,-1.6142505808100086e-7,-1.6142505808100086e-7,-8.846287924385329e-7,-8.846287924385329e-7,0.9871685,0.9916835,9.313226e-10,0.9871685,-2.7939677e-9,0.9916835,5.4054453e-8,-1.6142505e-7
220,8.105498572416298e-8,-8.105498572416298e-8,-1.6179784453410583e-7,-1.6179784453410583e-7,-5.381099043368278e-8,-5.381099043368278e-8,-7.770147247912147e-7,-7.770147247912147e-7,0.9874936,0.9916348,1.3969839e-9,0.9874936,-9.313226e-10,0.9916348,8.105498e-8,-5.3810986e-8
221,8.102781742607392e-8,-8.102781742607392e-8,-1.617706762360168e-7,-1.617706762360168e-7,-2.367805610604061e-6,-2.367805610604061e-6,-3.091009344961593e-6,-3.091009344961593e-6,0.9878247,0.9915837,1.3969839e-9,0.9878247,-4.0978193e-8,0.9915837,8.1027814e-8,-0.0000023678056
222,-3.5106837896250786e-7,3.5106837896250786e-7,2.70325520152565e-7,2.70325520152565e-7,1.1839771030593894e-6,1.1839771030593894e-6,4.607733687018574e-7,4.607733687018574e-7,0.9879715,0.99152154,-6.0535967e-9,0.9879715,2.0489097e-8,0.99152154,-3.5106837e-7,0.000001183977
223,-5.401241496165987e-8,5.401241496165987e-8,-2.6730443848282997e-8,-2.6730443848282997e-8,-5.920354710723557e-7,-5.920354710723557e-7,-1.3152392054298878e-6,-1.3152392054298878e-6,0.9879368,0.9914429,-9.313226e-10,0.9879368,-1.0244548e-8,0.9914429,-5.401241e-8,-5.9203546e-7
224,-1.350492015519355e-7,1.350492015519355e-7,5.4306342741992636e-8,5.4306342741992636e-8,-2.15308056272672e-7,-2.15308056272672e-7,-9.385117906302039e-7,-9.385117906302039e-7,0.98780394,0.9913396,-2.3283064e-9,0.98780394,-3.7252903e-9,0.9913396,-1.3504919e-7,-2.1530805e-7
225,-1.6210004811771978e-7,1.6210004811771978e-7,8.135718930777691e-8,8.135718930777691e-8,-6.460149800152812e-7,-6.460149800152812e-7,-1.3692187143728132e-6,-1.3692187143728132e-6,0.9875541,0.99120027,-2.7939677e-9,0.9875541,-1.1175871e-8,0.99120027,-1.6210004e-7,-6.4601494e-7
226,1.6214681499375604e-7,-1.6214681499375604e-7,-2.428896738036989e-7,-2.428896738036989e-7,-4.845991328206378e-7,-4.845991328206378e-7,-1.2078028671781698e-6,-1.2078028671781698e-6,0.9872692,0.9910205,2.7939677e-9,0.9872692,-8.381903e-9,0.9910205,1.621468e-7,-4.845991e-7
227,-5.405995789303839e-8,5.405995789303839e-8,-2.668290091690448e-8,-2.668290091690448e-8,7.001258331443323e-7,7.001258331443323e-7,-2.3077901213199703e-8,-2.3077901213199703e-8,0.987068,0.99080914,-9.313226e-10,0.987068,1.21071935e-8,0.99080914,-5.4059957e-8,7.001258e-7
228,1.892197982201233e-7,-1.892197982201233e-7,-2.699626570300662e-7,-2.699626570300662e-7,-9.696278695232101e-7,-9.696278695232101e-7,-1.692831603880742e-6,-1.692831603880742e-6,0.9870161,0.99058145,3.259629e-9,0.9870161,-1.6763806e-8,0.99058145,1.8921979e-7,-9.696278e-7
229,5.945920263697535e-7,-5.945920263697535e-7,-6.753348851796963e-7,-6.753348851796963e-7,-3.2328834570823253e-7,-3.2328834570823253e-7,-1.0464920800657646e-6,-1.0464920800657646e-6,0.98718005,0.9903392,1.0244548e-8,0.98718005,-5.5879354e-9,0.9903392,5.94592e-7,-3.2328833e-7
230,2.7018119930333887e-7,-2.7018119930333887e-7,-3.5092405811328173e-7,-3.5092405811328173e-7,-5.389302838891458e-7,-5.389302838891458e-7,-1.2621340182466777e-6,-1.2621340182466777e-6,0.98750126,0.99012536,4.656613e-9,0.98750126,-9.313226e-9,0.99012536,2.7018118e-7,-5.3893024e-7
231,-5.67204600785358e-7,5.67204600785358e-7,4.864617419754151e-7,4.864617419754151e-7,-1.3475160341150033e-6,-1.3475160341150033e-6,-2.070719768472535e-6,-2.070719768472535e-6,0.9878075,0.98998547,-9.778887e-9,0.9878075,-2.3283064e-8,0.98998547,-5.6720455e-7,-0.000001347516
232,-1.080149193149323e-7,1.080149193149323e-7,2.7272060504989436e-8,2.7272060504989436e-8,1.617207936886146e-6,1.617207936886146e-6,8.940042025286139e-7,8.940042025286139e-7,0.98802745,0.98986995,-1.8626451e-9,0.98802745,2.7939677e-8,0.98986995,-1.08014916e-7,0.0000016172079
233,8.099884893403514e-8,-8.099884893403514e-8,-1.61741707743978e-7,-1.61741707743978e-7,7.008883520458851e-7,7.008883520458851e-7,-2.2315382311646908e-8,-2.2315382311646908e-8,0.988178,0.98973125,1.3969839e-9,0.988178,1.21071935e-8,0.98973125,8.0998845e-8,7.0088834e-7
234,-1.6198276198328615e-7,1.6198276198328615e-7,8.123990317334328e-8,8.123990317334328e-8,-1.2402392324861076e-6,-1.2402392324861076e-6,-1.9634429668436397e-6,-1.9634429668436397e-6,0.9882691,0.98956686,-2.7939677e-9,0.9882691,-2.142042e-8,0.98956686,-1.6198275e-7,-0.0000012402392
235,-2.1596859386891835e-7,2.1596859386891835e-7,1.3522573505897548e-7,1.3522573505897548e-7,9.168712711330887e-7,9.168712711330887e-7,1.9366753677555673e-7,1.9366753677555673e-7,0.98830765,0.9893804,-3.7252903e-9,0.98830765,1.5832484e-8,0.9893804,-2.1596858e-7,9.168712e-7
236,-2.1597131642372567e-7,2.1597131642372567e-7,1.352284576137828e-7,1.352284576137828e-7,-5.394393761936796e-8,-5.394393761936796e-8,-7.771476719768999e-7,-7.771476719768999e-7,0.98829514,0.9891909,-3.7252903e-9,0.98829514,-9.313226e-10,0.9891909,-2.159713e-7,-5.3943936e-8
