reference_path,new_path,reference_md5,new_md5,same_md5
output/compare_cop_overlay/v1_dual_source/이재유/이재유__velocity-20__trial-5__variant-v1__copsrc-absolute__copsrc-absolute__step_vis-phase_bos__live.gif,(tmp output removed after verification),448ac51c9f0d14c89c389cef969cab83,2623240bcdfe825a429f380df06bee22,False
